	proMS	co-cultures	product	seq_id	source	type	start	end	score	strand	phase	attributes	Name	eC_number	gene	inference	locus_tag	note	organism	Dbxref	Note	Parent	anticodon	bound_moiety	end_range	gbkey	gene_biotype	gene_synonym	genome	mol_type	old_locus_tag	partial	protein_id	pseudo	regulatory_class	start_range	strain	transl_table
MIT9301_01121	-0.8576203278052148	0.5366914347062447	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	946228	946602	.	-	0	ID=MIT9301_01121;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70406.1;locus_tag=MIT9301_01121;note=Conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70406.1	MIT9301_01121	Conserved hypothetical protein	MIT9301																			
MIT9301_01867	0.6745570307426092	-1.1345357537022924	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	1587939	1588637	.	-	0	ID=MIT9301_01867;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50824.1;locus_tag=MIT9301_01867;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50824.1	MIT9301_01867	conserved hypothetical protein	MIT9301																			
MIT9301_01814	-0.2452639720232422	0.015094764793914	lysyl-tRNA synthetase	MIT9301_1	Prodigal:2.6	CDS	1531823	1533361	.	-	0	ID=MIT9301_01814;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50772.1;locus_tag=MIT9301_01814;product=lysyl-tRNA synthetase				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50772.1	MIT9301_01814		MIT9301																			
MIT9301_01856	-0.3281169121488781	0.3598329557552085	putative amidase enhancer	MIT9301_1	Prodigal:2.6	CDS	1576766	1578304	.	-	0	ID=MIT9301_01856;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO18473.1;locus_tag=MIT9301_01856;product=putative amidase enhancer				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO18473.1	MIT9301_01856		MIT9301																			
MIT9301_00344	-0.5323880913867161	0.1680343374227424	Cell division topological specificity factor MinE	MIT9301_1	Prodigal:2.6	CDS	314788	315123	.	-	0	ID=MIT9301_00344;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGG01816.1;locus_tag=MIT9301_00344;product=Cell division topological specificity factor MinE				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGG01816.1	MIT9301_00344		MIT9301																			
MIT9301_01210	-0.503426856295022	0.2175026074993102	putative UvrD/REP helicase subunit B	MIT9301_1	Prodigal:2.6	CDS	1025111	1028737	.	-	0	ID=MIT9301_01210;eC_number=3.1.11.5;Name=recB;gene=recB;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABV50854.1;locus_tag=MIT9301_01210;product=putative UvrD/REP helicase subunit B	recB	3.1.11.5	recB	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABV50854.1	MIT9301_01210		MIT9301																			
MIT9301_00980	0.2986730137925065	-0.6068168210325882	branched-chain amino acid aminotransferase	MIT9301_1	Prodigal:2.6	CDS	852484	853398	.	+	0	ID=MIT9301_00980;eC_number=2.6.1.42;Name=ilvE;gene=ilvE;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:EEE39933.1;locus_tag=MIT9301_00980;product=branched-chain amino acid aminotransferase	ilvE	2.6.1.42	ilvE	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:EEE39933.1	MIT9301_00980		MIT9301																			
MIT9301_00425	0.553404370662195	-0.8225770028087783	dihydrolipoamide acetyltransferase component (E2)	MIT9301_1	Prodigal:2.6	CDS	369312	370679	.	+	0	ID=MIT9301_00425;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49461.1;locus_tag=MIT9301_00425;product=dihydrolipoamide acetyltransferase component (E2)				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49461.1	MIT9301_00425		MIT9301																			
MIT9301_01615	-0.4278796936904516	0.0131509168492197	Hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	1351101	1352087	.	-	0	ID=MIT9301_01615;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO18238.1;locus_tag=MIT9301_01615;product=Hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO18238.1	MIT9301_01615		MIT9301																			
MIT9301_01803	0.4509025889514856	0.3618298811978143	Photosystem I iron-sulfur center subunit VII PsaC	MIT9301_1	Prodigal:2.6	CDS	1522235	1522480	.	-	0	ID=MIT9301_01803;Name=psaC;gene=psaC;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:AAQ00811.1;locus_tag=MIT9301_01803;product=Photosystem I iron-sulfur center subunit VII PsaC	psaC		psaC	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:AAQ00811.1	MIT9301_01803		MIT9301																			
MIT9301_01646	-0.3815150203013945	0.0254105482251395	ATP synthase A subunit	MIT9301_1	Prodigal:2.6	CDS	1376551	1377276	.	-	0	ID=MIT9301_01646;eC_number=3.6.3.14;Name=atpI;gene=atpI;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE19915.1;locus_tag=MIT9301_01646;product=ATP synthase A subunit	atpI	3.6.3.14	atpI	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE19915.1	MIT9301_01646		MIT9301																			
MIT9301_00815	-0.3327941650020983	0.0453737295838965	ATP-dependent DNA helicase RecG	MIT9301_1	Prodigal:2.6	CDS	703147	705603	.	+	0	ID=MIT9301_00815;eC_number=3.6.1.-;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGG05033.1;locus_tag=MIT9301_00815;product=ATP-dependent DNA helicase RecG		3.6.1.-		ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGG05033.1	MIT9301_00815		MIT9301																			
MIT9301_01306	-0.6394362128348362	1.2995135750443685	putative amidohydrolase	MIT9301_1	Prodigal:2.6	CDS	1099574	1100566	.	+	0	ID=MIT9301_01306;eC_number=3.5.5.1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17936.1;locus_tag=MIT9301_01306;product=putative amidohydrolase		3.5.5.1		ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17936.1	MIT9301_01306		MIT9301																			
MIT9301_00379	0.4657798304975916	0.0604734192962934	influenza non-structural protein (NS2)-like protein	MIT9301_1	Prodigal:2.6	CDS	340518	340757	.	+	0	ID=MIT9301_00379;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM69667.1;locus_tag=MIT9301_00379;product=influenza non-structural protein (NS2)-like protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM69667.1	MIT9301_00379		MIT9301																			
MIT9301_00338	0.5482187469598426	0.4727523422872709	Photosystem II PsbB protein (CP47)	MIT9301_1	Prodigal:2.6	CDS	310621	312144	.	-	0	ID=MIT9301_00338;Name=psbB;gene=psbB;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABV49957.1;locus_tag=MIT9301_00338;product=Photosystem II PsbB protein (CP47)	psbB		psbB	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABV49957.1	MIT9301_00338		MIT9301																			
MIT9301_01280	-0.5467406956208718	0.2836206569084621	gibberellin regulated protein-like protein	MIT9301_1	Prodigal:2.6	CDS	1084861	1085082	.	+	0	ID=MIT9301_01280;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGF86608.1;locus_tag=MIT9301_01280;product=gibberellin regulated protein-like protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGF86608.1	MIT9301_01280		MIT9301																			
MIT9301_01728	0.3883115946643886	-0.9973484932606068	Ribosomal protein S11	MIT9301_1	Prodigal:2.6	CDS	1460607	1460999	.	-	0	ID=MIT9301_01728;Name=rpsK;gene=rpsK;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:AAQ00734.1;locus_tag=MIT9301_01728;product=Ribosomal protein S11	rpsK		rpsK	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:AAQ00734.1	MIT9301_01728		MIT9301																			
MIT9301_01271	-0.6119492133101772	0.2354665978503804	putative chorismate binding enzyme	MIT9301_1	Prodigal:2.6	CDS	1081285	1081452	.	-	0	ID=MIT9301_01271;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70550.1;locus_tag=MIT9301_01271;product=putative chorismate binding enzyme				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70550.1	MIT9301_01271		MIT9301																			
MIT9301_01476	0.4134229348984134	-0.1266664219580003	putative nickel-containing superoxide dismutase precursor (NISOD)	MIT9301_1	Prodigal:2.6	CDS	1248811	1249284	.	+	0	ID=MIT9301_01476;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50450.1;locus_tag=MIT9301_01476;product=putative nickel-containing superoxide dismutase precursor (NISOD)				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50450.1	MIT9301_01476		MIT9301																			
MIT9301_00984	-0.3637493147228592	0.5307150677020156	ATP adenylyltransferase-like protein	MIT9301_1	Prodigal:2.6	CDS	857738	858568	.	+	0	ID=MIT9301_00984;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49986.1;locus_tag=MIT9301_00984;product=ATP adenylyltransferase-like protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49986.1	MIT9301_00984		MIT9301																			
MIT9301_00291	0.3991859959220347	-0.8247256847311584	two-component sensor histidine kinase	MIT9301_1	Prodigal:2.6	CDS	268444	269580	.	+	0	ID=MIT9301_00291;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM69579.1;locus_tag=MIT9301_00291;product=two-component sensor histidine kinase				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM69579.1	MIT9301_00291		MIT9301																			
MIT9301_00953	-0.4373064364551511	-0.3427434626355169	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	822850	823152	.	-	0	ID=MIT9301_00953;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70241.1;locus_tag=MIT9301_00953;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70241.1	MIT9301_00953	conserved hypothetical protein	MIT9301																			
MIT9301_00305	0.3606814492796726	0.433630235316701	enoyl-[acyl-carrier-protein] reductase	MIT9301_1	Prodigal:2.6	CDS	281380	282162	.	-	0	ID=MIT9301_00305;eC_number=1.3.1.9;Name=fabI;gene=fabI;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE18741.1;locus_tag=MIT9301_00305;product=enoyl-[acyl-carrier-protein] reductase	fabI	1.3.1.9	fabI	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE18741.1	MIT9301_00305		MIT9301																			
MIT9301_01174	-0.2993613878593201	-0.0122665153478883	putative membrane-associated HD superfamily hydrolase	MIT9301_1	Prodigal:2.6	CDS	986578	988020	.	-	0	ID=MIT9301_01174;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17797.1;locus_tag=MIT9301_01174;product=putative membrane-associated HD superfamily hydrolase				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17797.1	MIT9301_01174		MIT9301																			
MIT9301_00374	0.4966288124020512	-0.6723351011589991	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	338824	339039	.	-	0	ID=MIT9301_00374;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49408.1;locus_tag=MIT9301_00374;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49408.1	MIT9301_00374	conserved hypothetical protein	MIT9301																			
MIT9301_01223	0.4278308247995753	0.4202525309157902	NAD binding site:Glucose inhibited division protein A family protein	MIT9301_1	Prodigal:2.6	CDS	1038600	1040012	.	-	0	ID=MIT9301_01223;Name=gid;gene=gid;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70506.1;locus_tag=MIT9301_01223;product=NAD binding site:Glucose inhibited division protein A family protein	gid		gid	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70506.1	MIT9301_01223		MIT9301																			
MIT9301_01789	0.486876465146929	-0.4287175579941231	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	1508009	1508440	.	-	0	ID=MIT9301_01789;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABV51481.1;locus_tag=MIT9301_01789;note=Conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABV51481.1	MIT9301_01789	Conserved hypothetical protein	MIT9301																			
MIT9301_01156	-0.9251930246003324	1.168552035115517	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	969997	970248	.	-	0	ID=MIT9301_01156;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70439.1;locus_tag=MIT9301_01156;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70439.1	MIT9301_01156	conserved hypothetical protein	MIT9301																			
MIT9301_00549	0.4221796203863964	-0.0221645215556047	Cob(I)alamin adenosyltransferase	MIT9301_1	Prodigal:2.6	CDS	478755	479447	.	-	0	ID=MIT9301_00549;eC_number=2.5.1.17;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGG03703.1;locus_tag=MIT9301_00549;product=Cob(I)alamin adenosyltransferase		2.5.1.17		ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGG03703.1	MIT9301_00549		MIT9301																			
MIT9301_00217	-0.3539844622168306	0.0688504097401468	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	200915	201640	.	-	0	ID=MIT9301_00217;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO16839.1;locus_tag=MIT9301_00217;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO16839.1	MIT9301_00217	conserved hypothetical protein	MIT9301																			
MIT9301_01108	-1.156785072383693	1.8198063272280187	putative Virion host shutoff protein	MIT9301_1	Prodigal:2.6	CDS	941461	941754	.	+	0	ID=MIT9301_01108;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70393.1;locus_tag=MIT9301_01108;product=putative Virion host shutoff protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70393.1	MIT9301_01108		MIT9301																			
MIT9301_00576	0.6824883295218622	0.1905097372439015	Ribulose bisphosphate carboxylase%2C large chain	MIT9301_1	Prodigal:2.6	CDS	503604	505019	.	+	0	ID=MIT9301_00576;eC_number=4.1.1.39;Name=rbcL%2C cbbL;gene=rbcL%2C cbbL;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE19009.1;locus_tag=MIT9301_00576;product=Ribulose bisphosphate carboxylase%2C large chain	rbcL%2C cbbL	4.1.1.39	rbcL%2C cbbL	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE19009.1	MIT9301_00576		MIT9301																			
MIT9301_00625	-0.3153385229077873	0.1739119940916677	Tryptophanyl-tRNA synthetase	MIT9301_1	Prodigal:2.6	CDS	552544	553560	.	-	0	ID=MIT9301_00625;eC_number=6.1.1.2;Name=trpS;gene=trpS;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABV50295.1;locus_tag=MIT9301_00625;product=Tryptophanyl-tRNA synthetase	trpS	6.1.1.2	trpS	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABV50295.1	MIT9301_00625		MIT9301																			
MIT9301_01349	-0.4540968586422714	-0.5318240087414616	Hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	1132829	1133431	.	-	0	ID=MIT9301_01349;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17980.1;locus_tag=MIT9301_01349;product=Hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17980.1	MIT9301_01349		MIT9301																			
MIT9301_00913	0.3219115446792466	-0.691574766689209	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	787917	788366	.	-	0	ID=MIT9301_00913;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70200.1;locus_tag=MIT9301_00913;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70200.1	MIT9301_00913	conserved hypothetical protein	MIT9301																			
MIT9301_01592	-1.3685146337034373	-0.1770480888170832	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	1337608	1337730	.	-	0	ID=MIT9301_01592;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABS83223.1;locus_tag=MIT9301_01592;note=Conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABS83223.1	MIT9301_01592	Conserved hypothetical protein	MIT9301																			
MIT9301_01352	0.8355839734642873	-0.6272734306728943	tRNA-Ser(cga)	MIT9301_1	Aragorn:1.2	tRNA	1134678	1134764	.	-	.	ID=MIT9301_01352;inference=COORDINATES:profile:Aragorn:1.2;locus_tag=MIT9301_01352;product=tRNA-Ser(cga)				COORDINATES:profile:Aragorn:1.2	MIT9301_01352		MIT9301																			
MIT9301_01859	-0.2244191135013595	-0.2130243623170597	TPR repeat protein	MIT9301_1	Prodigal:2.6	CDS	1579008	1579565	.	+	0	ID=MIT9301_01859;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50816.1;locus_tag=MIT9301_01859;product=TPR repeat protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50816.1	MIT9301_01859		MIT9301																			
MIT9301_00678	-0.4617463568808534	0.6762377882910947	putative LEM domain-containing protein	MIT9301_1	Prodigal:2.6	CDS	604366	604758	.	-	0	ID=MIT9301_00678;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17300.1;locus_tag=MIT9301_00678;product=putative LEM domain-containing protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17300.1	MIT9301_00678		MIT9301																			
MIT9301_00357	0.3951492155319519	0.3575354653702086	Formamidopyrimidine-DNA glycosylase	MIT9301_1	Prodigal:2.6	CDS	327717	328595	.	-	0	ID=MIT9301_00357;eC_number=3.2.2.23;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGG01808.1;locus_tag=MIT9301_00357;product=Formamidopyrimidine-DNA glycosylase		3.2.2.23		ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGG01808.1	MIT9301_00357		MIT9301																			
MIT9301_01506	0.5129738568923087	0.3938218560456116	Bacterial histone-like DNA-binding protein	MIT9301_1	Prodigal:2.6	CDS	1274338	1274613	.	-	0	ID=MIT9301_01506;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGG05391.1;locus_tag=MIT9301_01506;product=Bacterial histone-like DNA-binding protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGG05391.1	MIT9301_01506		MIT9301																			
MIT9301_00360	-0.4470142322660295	0.6546081312395841	Putative aldehyde dehydrogenase	MIT9301_1	Prodigal:2.6	CDS	329724	331115	.	-	0	ID=MIT9301_00360;eC_number=1.2.1.16;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM69645.1;locus_tag=MIT9301_00360;product=Putative aldehyde dehydrogenase		1.2.1.16		ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM69645.1	MIT9301_00360		MIT9301																			
MIT9301_00831	-0.4353718857829929	0.2643856898390239	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	723688	724236	.	+	0	ID=MIT9301_00831;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49840.1;locus_tag=MIT9301_00831;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49840.1	MIT9301_00831	conserved hypothetical protein	MIT9301																			
